norad_id,timestamp,semi_major_axis_km,eccentricity,inclination_deg,mean_motion_rev_day,bstar,battery_voltage_v,solar_panel_current_a,bus_temperature_c,attitude_error_deg,reaction_wheel_speed_rpm,mission_age_days,planned_eol_days
0,2024-01-01,7269.527650754578,0.002697867137638703,23.195934867023187,14.006946594903418,1.8229428270470483e-05,7.465200002256507,1.547354048156462,13.592529528386015,0.12037355868618427,3447.5606623645963,0.0,180.0
0,2024-01-02,7269.556461627087,0.002697867137638703,23.195934867023187,14.006863326009052,1.7256948093940215e-05,7.3888604168033725,1.4377044526373468,13.535465290593097,0.33672230514280704,2624.383660747275,1.0,180.0
0,2024-01-03,7269.574937959822,0.002697867137638703,23.195934867023187,14.00680992633194,1.8475900836704712e-05,7.3931732668527985,1.5683231735274843,13.669610653026773,0.6054530210279059,2846.1553344437616,2.0,180.0
0,2024-01-04,7269.559018152775,0.002697867137638703,23.195934867023187,14.006855937204035,1.782941636993976e-05,7.353313731187079,1.477113708716633,15.4403902469401,0.19711454493837927,2166.7642719373116,3.0,180.0
0,2024-01-05,7269.546317392274,0.002697867137638703,23.195934867023187,14.006892644680518,1.829431173318525e-05,7.409932956125317,1.5177686354519961,13.69234278116332,0.46111590989216916,3802.130547868749,4.0,180.0
0,2024-01-06,7269.628911304915,0.002697867137638703,23.195934867023187,14.006653936323685,1.7642796415591158e-05,7.474696188736953,1.5672937711891153,16.562622801400856,0.5793366890987911,3670.823056014377,5.0,180.0
0,2024-01-07,7269.627101886714,0.002697867137638703,23.195934867023187,14.006659165731422,1.880809773523057e-05,7.488881743493307,1.5657551882367184,15.714760821317912,0.13750441031534855,3629.4526924321112,6.0,180.0
0,2024-01-08,7269.586985704174,0.002697867137638703,23.195934867023187,14.006775106528089,1.7632192142951167e-05,7.4183561030091,1.5214931847411115,16.392085447925737,0.1447646099728433,1156.0639031932287,7.0,180.0
0,2024-01-09,7269.532301299947,0.002697867137638703,23.195934867023187,14.00693315388806,1.7675107243616652e-05,7.485368393856508,1.4752044635778925,15.657939258920404,0.4224282363578228,1598.5463319046398,8.0,180.0
0,2024-01-10,7269.620102216542,0.002697867137638703,23.195934867023187,14.006679395540528,1.8327796582392902e-05,7.288024505967668,1.5026014487129944,16.367372381553068,0.8011884727526508,3863.771481072212,9.0,180.0
0,2024-01-11,7269.645145840238,0.002697867137638703,23.195934867023187,14.006607016965194,1.762058391720957e-05,7.36492359890924,1.5467524994057011,15.098109227650623,1.1007177750935764,2587.9364805903115,10.0,180.0
0,2024-01-12,7269.522346672446,0.002697867137638703,23.195934867023187,14.006961924798256,1.796187443429975e-05,7.3432426941190405,1.4361159916806696,16.260822981536464,0.6743497437238417,3187.045351228928,11.0,180.0
0,2024-01-13,7269.516237192276,0.002697867137638703,23.195934867023187,14.006979582494715,1.87099490324246e-05,7.383230614609567,1.5787204139422293,14.134428305634806,0.2793550122973175,1446.2920366974938,12.0,180.0
0,2024-01-14,7269.605501240966,0.002697867137638703,23.195934867023187,14.006721594106821,1.8156822178807753e-05,7.368123558793833,1.4329390142961667,12.196959570165145,0.6508048549624597,3770.5904793504087,13.0,180.0
0,2024-01-15,7269.545674961974,0.002697867137638703,23.195934867023187,14.006894501423604,1.7709652671479266e-05,7.440852107631086,1.4359803027642712,13.573863809881455,0.6863053560620296,2843.1197408469898,14.0,180.0
0,2024-01-16,7269.5731692763675,0.002697867137638703,23.195934867023187,14.006815038106849,1.7888004393721043e-05,7.402463984873891,1.4962149236889588,15.40422879008792,0.7082515810121024,1198.2474901722242,15.0,180.0
0,2024-01-17,7269.624861002489,0.002697867137638703,23.195934867023187,14.006665642125583,1.8361366179100733e-05,7.438986633115164,1.5582431990555514,16.57517644341174,0.7532236041735776,1776.5937795127966,16.0,180.0
0,2024-01-18,7269.482434313707,0.002697867137638703,23.195934867023187,14.007077280670199,1.8049659022277263e-05,7.358124267991165,1.4288629115742293,15.516905581825975,0.32943516375570725,3429.132327738333,17.0,180.0
0,2024-01-19,7269.501584057137,0.002697867137638703,23.195934867023187,14.007021933321473,1.819570056161904e-05,7.414333597458518,1.5661228734883417,14.972170662951813,0.8125519277638467,2108.2132332750425,18.0,180.0
0,2024-01-20,7269.611203497831,0.002697867137638703,23.195934867023187,14.006705113877043,1.7242370395127772e-05,7.457634185960171,1.5169810004124322,15.847542705706694,0.6113682253208776,1129.2006657046124,19.0,180.0
0,2024-01-21,7269.56962703192,0.002697867137638703,23.195934867023187,14.006825275762864,1.7968625261442856e-05,7.300918235081201,1.4945542636046287,13.392536302958646,0.8240490237613656,2957.8437290099155,20.0,180.0
0,2024-01-22,7269.557791193596,0.002697867137638703,23.195934867023187,14.006859483329192,1.7791008837600742e-05,7.370268876605094,1.4994233469156706,12.02924963147291,0.5902055342883817,2142.3115249326684,21.0,180.0
0,2024-01-23,7269.494292540424,0.002697867137638703,23.195934867023187,14.007043007509585,1.7230451072523726e-05,7.421252606694015,1.4851207980528336,13.939983173563682,0.4291536110441174,3589.3606125679535,22.0,180.0
0,2024-01-24,7269.551049587105,0.002697867137638703,23.195934867023187,14.006878967769719,1.8129895055339522e-05,7.321046356516231,1.582366953317805,16.83497596688859,0.8200804601015537,3640.294363912209,23.0,180.0
0,2024-01-25,7269.599333479883,0.002697867137638703,23.195934867023187,14.006739419737928,1.8232813342088975e-05,7.42585945389295,1.4923903520795856,12.052224103916082,0.8086563043409549,1741.4402209663226,24.0,180.0
0,2024-01-26,7269.541465011762,0.002697867137638703,23.195934867023187,14.006906668973091,1.802451023447188e-05,7.342856992950775,1.530656156816829,14.599340597180863,0.3689395023208155,2684.2023026506686,25.0,180.0
0,2024-01-27,7269.529593998181,0.002697867137638703,23.195934867023187,14.00694097853433,1.860131164079634e-05,7.4123727538093656,1.476283350658278,11.111470048028911,0.10767404092965577,2714.1868013673234,26.0,180.0
0,2024-01-28,7269.550853851937,0.002697867137638703,23.195934867023187,14.006879533479804,1.7996058394476834e-05,7.476762580712135,1.435867537796305,13.82868440031728,0.3582236969724548,3017.579901750608,27.0,180.0
0,2024-01-29,7269.52016840006,0.002697867137638703,23.195934867023187,14.006968220464255,1.7876502042296295e-05,7.314142530155745,1.536467470200893,16.612278717030044,0.3570869757796514,2164.200195353558,28.0,180.0
0,2024-01-30,7269.488673958722,0.002697867137638703,23.195934867023187,14.007059246560422,1.792775881061167e-05,7.463097547636127,1.5067865367033568,19.620726973591776,0.2638421773528527,3737.865800922657,29.0,180.0
0,2024-01-31,7269.543492078351,0.002697867137638703,23.195934867023187,14.006900810366446,1.8303350963594413e-05,7.393639432017062,1.471940094479542,13.264766471356594,1.4198110217146689,2902.2099380423297,30.0,180.0
0,2024-02-01,7269.452395440115,0.002697867137638703,23.195934867023187,14.007164100949556,1.7863766909778705e-05,7.4277019863562,1.4749995783407626,17.720892404970513,0.8007194818531873,2522.409581633581,31.0,180.0
0,2024-02-02,7269.529578782372,0.002697867137638703,23.195934867023187,14.006941022511095,1.7734832756309758e-05,7.358601672884334,1.4263428462667187,17.40879258306617,0.9772102361378185,3966.086000103459,32.0,180.0
0,2024-02-03,7269.49406653561,0.002697867137638703,23.195934867023187,14.007043660717187,1.7458391707424087e-05,7.345207288463392,1.3446831599358355,12.71544208673616,0.8890746199401571,2965.363191974141,33.0,180.0
0,2024-02-04,7269.59584100102,0.002697867137638703,23.195934867023187,14.006749513472501,1.7921548871986154e-05,7.481233364849657,1.5099608991506928,14.235995415713038,1.2657272076113242,3343.5715062291347,34.0,180.0
0,2024-02-05,7269.492011726675,0.002697867137638703,23.195934867023187,14.007049599605445,1.81716269396065e-05,7.391058248072096,1.5533162276583128,13.156732151004377,0.7414150794438492,3397.589139148344,35.0,180.0
0,2024-02-06,7269.519649634448,0.002697867137638703,23.195934867023187,14.00696971980684,1.8157630976926045e-05,7.351262402157284,1.6172904036920335,13.591720875439666,0.36407766689938575,1337.8409966216716,36.0,180.0
0,2024-02-07,7269.535689040169,0.002697867137638703,23.195934867023187,14.006923362648156,1.809641445872937e-05,7.430989456767235,1.4694756676967151,14.628452082656828,0.07505319007578737,3463.309265183916,37.0,180.0
0,2024-02-08,7269.690746586725,0.002697867137638703,23.195934867023187,14.006475227851384,1.8475441069413376e-05,7.353328797916134,1.4331301379235855,13.048834338800685,0.49349274214587946,3260.3396157517154,38.0,180.0
0,2024-02-09,7269.515699283648,0.002697867137638703,23.195934867023187,14.006981137166775,1.7632838983739524e-05,7.463318925262423,1.5225842725647547,14.25086396086413,0.43380163765517404,2712.0543575784973,39.0,180.0
0,2024-02-10,7269.406076146278,0.002697867137638703,23.195934867023187,14.007297977701631,1.8140407616320738e-05,7.338472779515212,1.449865785048359,13.719475189219253,0.7196905144133892,2758.901060772353,40.0,180.0
